,enseigne,url,nom,marque,quantite,poids_volume,unite,poids_volume_total,descriptif,ingredients,conservation,valeurs_energetiques,origine,prix,prix_poids
0,Simply,"http://www.livraison.simplymarket.fr/acheter-jambon-sec-2-euros-88g-,157585,81,1419.htm",JAMBON SEC 2 EUROS,,1,,G,88,Jambon sec.,"Jambon de porc, sel, conservateur: nitrate de potassium.",A conserver entre 0C et +4C. A consommer rapidement apres ouverture.,"Valeurs moyennes pour 100 g : Energie : 850 kJ (203 kcal)Matieres grasses 9,2g (dont acides gras satures : 4,9g)Glucides : 1g (dont sucres : 0,6g)Proteines : 29gSel : 6,5g",,"2,00","22,73"
0,Simply,"http://www.livraison.simplymarket.fr/acheter-fines-tranches-jambon-italien-70g-,204047,81,1419.htm",FINES TRANCHES JAMBON ITALIEN,,1,,G,70,Jambon sec superieur.,"Jambon de porc, sel, conservateur : nitrate de potassium.Peut contenir des traces de lactose, fruits a coques, celeri, soja, oeuf, moutarde.",A conserver entre 0C et +4C.,"Valeurs moyennes pour 100g : 980 kj, 234 kcal ; proteines 25g ; glucides < 0,1g ; lipides 15g.",,"2,00","28,57"
0,Simply,"http://www.livraison.simplymarket.fr/acheter-fines-tranches-jambon-serano-75g-,204045,81,1419.htm",FINES TRANCHES JAMBON SERANO,,1,,G,75,"Jambon Serrano, specialite traditionnelle garantie.","Jambon de porc, sel, sucre, conservateurs : nitrite de sodium, nitrate de potassium ; antioxydant : ascorbate de sodium.Peut contenir des traces de lactose, fruits a coque, celeri, soja, oeuf, moutarde.",A conserver entre 0C et +4C.,"Valeur moyennes pour 100g : 915 kj, 219 kcal ; proteines 29,4g ; glucides < 0,1g ; lipides 12g.",,"2,00","26,67"
0,Simply,"http://www.livraison.simplymarket.fr/acheter-jambon-d-auvergne-2-euros-88g-,157431,81,1419.htm",JAMBON D'AUVERGNE 2 EUROS,,1,,G,88,Fines tranches de jambon d'Auvergne.,"Jambon de porc, sel, sucres : dextrose de ble, saccharose, conservateur : nitrite de potassium, extrait d'epices, aromes naturels.",A conserver entre 0 et +4C.,,,"2,00","22,73"
0,Simply,"http://www.livraison.simplymarket.fr/acheter-fines-tranches-jambon-bayonne-73g-,204051,81,1419.htm",FINES TRANCHES JAMBON BAYONNE,,1,,G,73,"4 tranches de jambon de Bayonne, sale au des salines du Bassin de l'Adour, seche et affine dans le Bassin de l'Adour.","Jambon de porc, sel, conservateur : nitrate de potassium.",Conserver a +8C maximum.,"Valeurs moyennes pour 100g : 968 kj, 232 kcal ; proteines 27g ; glucides 0,6g ; lipides 14g.",,"2,00","27,40"
0,Simply,"http://www.livraison.simplymarket.fr/acheter-jambon-cru-de-la-foret-noire-98g-,145023,81,1419.htm",JAMBON CRU DE LA FORET NOIRE,,1,,G,98,Fines tranches de jambon cru fume de la foret noire.,"Jambon de porc, sel, dextrose, sucre, conservateur, nitrite de sodium, epices, extraits d'epices.",A conserver entre 0C et +4C.,"Pour 100g : valeur energetique : 1128 kj soit 271 kcal, proteines : 24g, glucides : 1g, lipides : 19g.",,"2,00","20,41"
0,Simply,"http://www.livraison.simplymarket.fr/acheter-chorizo-2-euros-88g-,157129,81,1419.htm",CHORIZO 2 EUROS,,1,,G,88,Fines tranches de chorizo,"Viande de porc (117g pour 100g de produit fini), sel, piment, lactose, lait en poudre, dextrose, proteines vegetales de soja, stabilisants, polyphosphate, antioxygene : E 300, conservateur : E 252, epices, colorant : E 120.",A conserver entre 0C et +4C.,"Pour 100 g : valeur energetique : 1387 kj soit 334 kcal, proteines : 24g, glucides : 2,5, lipides : 26g.",,"2,00","22,73"
0,Simply,"http://www.livraison.simplymarket.fr/acheter-rosette-2-euros-88g-,157279,81,1419.htm",ROSETTE 2 EUROS,,1,,G,88,Fines tranches de rosette.,"Maigre de porc, gras de porc, sel, lactose, sucre, poivre noir, poivre blanc, ail, conservateur : nitrite de potassium, muscade, antioxygene : erythorbate de sodium, ferments lactiques. 148g de viande de porc pour 100g de produit fini.",A conserver entre 0C et +4C.,"Pour 100 g : valeur energetique : 1445 kj soit 348 kcal, proteines : 23g, glucides : 1, lipides : 28g.",,"2,00","22,73"
0,Simply,"http://www.livraison.simplymarket.fr/acheter-fines-tranches-de-coppa-italienne-70g-,204037,81,1419.htm",FINES TRANCHES DE COPPA ITALIENNE,,1,,G,70,Fines tranches de coppa,"Echine de porc, sel, dextrose, aromes, epices, antioxygene : ascorbate de sodium ; conservateurs : nitrite de potassium, nitrate de potassium.Peut contenir des traces de lactose, fruits a coque, celeri, soja, oeuf, moutarde.",A conserver entre 0 et +4C.,"Pour 100 g : valeur energetique : 1320 kj soit 318 kcal proteines : 23.5g, glucides : 0.5g, lipides : 25g.",,"2,00","28,57"
0,Simply,"http://www.livraison.simplymarket.fr/acheter-fines-tranches-de-mortadelles-aux-pistaches-140g-,206996,81,1419.htm",FINES TRANCHES DE MORTADELLES AUX PISTACHES,,1,,G,140,Fines tranches de mortadelle Italienne aux pistaches.,"Viande de porc, sel, pistaches (0,5%), saccharose, epices, aromes, antioxydant : ascorbate de sodium, conservateur : nitrite de sodiumPeut contenir des traces de lactose, fruit a coque, celeri, soja, oeuf, moutarde",A conserver entre 0C et +4C.,"Pour 100 g : valeurs energetiques : 1210 kj soit 292 kcal, proteines : 14g, glucides < 0,5g, lipides : 26g.",,"2,00","14,29"
0,Simply,"http://www.livraison.simplymarket.fr/acheter-boudin-noir-antillais-240g-,186185,81,1419.htm",BOUDIN NOIR ANTILLAIS,,1,,G,240,Boudin noir antillais,"Sang de porc 34%, gras et couenne de porc, noix de joue de porc 12%, oignons 8%, viande de porc 8%, masque de porc 5%, farine de ble (gluten), epices et plantes aromatiques, sel, aromes.Boyau naturel de porc.Fabrique dans un atelier utilisant celeri, gluten, lait, moutarde, oeuf, pistaches, soja.",A conserver entre 0 et +4C.,,,"1,85","7,71"
0,Simply,"http://www.livraison.simplymarket.fr/acheter-rosette-12-tranches-auchan-120g-auchan,181167,81,631.htm",ROSETTE  AUCHAN,AUCHAN,12,,TRANCHES,120,12  tranches de rosette,"Viande de porc, sel, lactose, dextrose, epices (dont muscade, macis), saccharose, ail , conservateur :  nitrate de potassium ; ferments. 152 g de viande de porc sont utilises pour fabriquer 100 g de produit fini.",A conserver a +8C maximum.,"Valeur energetique pour 100g : 1587 KJ, 383 kcal ; Proteines 25g, Glucides 0,9g, Lipides 31g.",,"2,18","18,17"
0,Simply,"http://www.livraison.simplymarket.fr/acheter-rosette-2-euros-88g-,157279,81,631.htm",ROSETTE 2 EUROS,,1,,G,88,Fines tranches de rosette.,"Maigre de porc, gras de porc, sel, lactose, sucre, poivre noir, poivre blanc, ail, conservateur : nitrite de potassium, muscade, antioxygene : erythorbate de sodium, ferments lactiques. 148g de viande de porc pour 100g de produit fini.",A conserver entre 0C et +4C.,"Pour 100 g : valeur energetique : 1445 kj soit 348 kcal, proteines : 23g, glucides : 1, lipides : 28g.",,"2,00","22,73"
0,Simply,"http://www.livraison.simplymarket.fr/acheter-rosette-x20-j-bridou-180g-justin-bridou,207825,81,631.htm",ROSETTE J.BRIDOU,JUSTIN BRIDOU,20,,G,180,Rosette de qualite superieure pur porc,"Viande de porc, sel, lactose, epices, dextrose, alcools, aromates, conservateurs : acide scorbique, salpetre, ferments lactiques.",Sachet refermable. A conserver a +8C maximum.,"Pour 100g : energie : 401kcal soit 1663kJ, proteines : 24.5g, glucides : 1.5g, lipides : 33.0g",,"2,85","15,83"
0,Simply,"http://www.livraison.simplymarket.fr/acheter-miche-au-poivre-6-tranches-auchan-120g-auchan,22271,81,631.htm",MICHE AU POIVRE  AUCHAN,AUCHAN,6,,TRANCHES,120,Miche au poivre tranchee.,"Viande de porc, sel, lactose, epices ( dont poivres (0,46 %), muscade, macis ), dextrose, saccharose, ail conservateur : nitrate de potassium ; ferments 144 g de viande de porc sont utilises pour 100 g de produit fini.","A conserver a +8C maximum. A consommer rapidement apres ouverture, 48 heures maximum.","Pour 100g : valeur energetique : 1584 kj soit 382 kcal, proteines : 25g, glucides : 0,7g, lipides : 31g.",,"2,07","17,25"
0,Simply,"http://www.livraison.simplymarket.fr/acheter-saucisson-sec-32-tranches-fines-cochonou-100g-cochonou,40771,81,631.htm",SAUCISSON SEC  FINES COCHONOU,COCHONOU,32,,TRANCHES,100,Saucisson sec superieur pur pors.,"Viande de porc, sel, lactose, aromes naturels, dextrose, epices, sucre, aromate, conservateur : nitrate de potassium, ferments.Contient lait. Presence possible de fruits a coque et de proteines de lait.",A conserver a + 8C maxi,,,"1,60","16,00"
0,Simply,"http://www.livraison.simplymarket.fr/acheter-filet-de-bacon-auchan-150g-auchan,207819,81,631.htm",FILET DE BACON AUCHAN,AUCHAN,1,,G,150,filet de bacon fume,"Filet de porc, sel, acidifiants : citrate de sodium, extraits d'epices, antioxyogenes, ascorbate de sodium, aromes, conservateur : nitrite de sodium, fumee. Traces eventuelles de celeri.",A conserver entre 0C et +4C. Consommer rapidement apres ouverture.,"Pour 100g : valeur energetique : 519kJ soit 123kcal, proteines : 23g, glucides : 1g, lipides : 3g.",,"2,38","15,87"
0,Simply,"http://www.livraison.simplymarket.fr/acheter-filet-de-bacon-fume-10-tranches-auchan-120g-auchan,22281,81,631.htm",FILET DE BACON FUME  AUCHAN,AUCHAN,10,,TRANCHES,120,Filet de bacon fume.,"Filet de porc, sel, dextrose, saccharose, arome fumee, extraits d'epices, aromes, conservateurs: nitrate de potassium, ascorbate de sodium, nitrite de sodium.",A conserver a +8C maximum. A consommer rapidement apres ouverture.,"Pour 100g : valeur energetique : 519 kj soit 123 kcal, proteines : 23g, glucides : 1g, lipides : 3g.",,"2,04","17,00"
0,Simply,"http://www.livraison.simplymarket.fr/acheter-viande-de-grison-10-tranches-auchan-mmm-70g-mmm-,24511,81,631.htm",VIANDE DE GRISON  AUCHAN Mmm !,Mmm!,10,,TRANCHES,70,"10 tranches de viande des grisons, sechee dans le canton des Grisons en Suisse","Viande de boeuf, sel, epices (poivre blanc, gingembre, romarin, genievre), glucose, conservateur : nitrate de potassium, antioxydant : ascorbate de sodium, sucre.","A conserver entre 0C et +4C. A consommer rapidement apres ouverture, et si le prooduit n'est pas fini, le conserver au froid au refrigerateur 48 h maximum.","Valeur energetique pour 100g : 825 KJ, 195 Kcal ; Proteines : 41g ;  Glucides : 1g ; Lipides : 3g dont acides gras satures 1g ; fibres alimentaires traces ; sodium 2g equivalent 5,08g.",,"3,52","50,29"
0,Simply,"http://www.livraison.simplymarket.fr/acheter-assortiment-de-savoie-auchan-250g-auchan,143917,81,631.htm",ASSORTIMENT DE SAVOIE AUCHAN,AUCHAN,1,,G,250,"Jambon de savoie, rosette, coppa","Jambon de Savoie, 4 tranches environ : jambon de porc, sel, conservateur : nitrate de potasium, trace eventuelle de lactoseRosette : 8 tranches environ : viande de porc, sel, lactose, dextrose, epice (dont muscade, macis), saccharose, ail, conservateur : nitrate de potassium, ferments.Coppa, 8 tranches environ : echine de porc, sel, dextrose, sirop de glucose, aromes, epices, ail,  saccharose, conservateurs : lactose de sodium, nitrate de potasium, ascorbate de sodium, acide ascorbique, nitrate de potassium, nitrite de sodium, ferments. Traces eventuelles de lactose.",au frais,"Valeurs moyennes pour 100g :Jambon de Savoie : 1299 kj, 312 kcal ; proteines 28g ; glucides 0,5g ; lipides 22g.Rosette : 1587 kj, 363 kcal ; proteines 25g ; glucides 0,5g ; lipides 31g.Coppa : 1117 kj, 268 kcal ; proteines 28g ; glucides 0,7g ; lipides 17g.",,"5,69","22,76"
0,Simply,"http://www.livraison.simplymarket.fr/acheter-coppa-12-tranches-auchan-100g-auchan,20201,81,631.htm",COPPA  AUCHAN,AUCHAN,12,,TRANCHES,100,"La coppa est une specialite charcutiere italienne et corse, qui se consomme crue. Fabriquee a partir de l'echine du porc.","Viande de porc, sel, dextrose, epices, aromes, antioxygene : ascorbate de sodium, conservateur : nitrate de potassium, nitrite de sodium.",Consommer rapidement apres ouverture. A conserver entre 0C et +4C.,"Valeurs moyennes pour 100g : 1253 kj, 301 kcal ; proteines 27,5g ; glucides 0,5g dont sucres 0,5g ; lipides 21g dont acides gras satures 6,9g ; fibres alimentaires 0g ; sodium 2g equivalent en sel 6,08g.",,"2,22","22,20"
0,Simply,"http://www.livraison.simplymarket.fr/acheter-fines-tranches-de-coppa-italienne-70g-,204037,81,631.htm",FINES TRANCHES DE COPPA ITALIENNE,,1,,G,70,Fines tranches de coppa,"Echine de porc, sel, dextrose, aromes, epices, antioxygene : ascorbate de sodium ; conservateurs : nitrite de potassium, nitrate de potassium.Peut contenir des traces de lactose, fruits a coque, celeri, soja, oeuf, moutarde.",A conserver entre 0 et +4C.,"Pour 100 g : valeur energetique : 1320 kj soit 318 kcal proteines : 23.5g, glucides : 0.5g, lipides : 25g.",,"2,00","28,57"
0,Simply,"http://www.livraison.simplymarket.fr/acheter-salami-danois-fume-20-tranches-auchan-200g-auchan,20171,81,631.htm",SALAMI DANOIS FUME  AUCHAN,AUCHAN,20,,TRANCHES,200,20 tranches de salami danois pur porc fume au bois de hetre.,"Viande de porc, gras de porc, sel, sirop de glucose, epices, antioxygenes : acide ascorbique, isoascorbate de sodium, colorant : cochenille (E120), conservateur : nitrite de sodium, arome naturel (fume).Peut contenir des traces de moutarde et lactose.",A conserver entre 0C et 4C. A consommer rapidement apres ouverture.,"Valeur energetique pour 100 g : 2135 KJ, 510 Kcal ; Proteines : 12 ; Glucides : 1 ; Lipides : 50",,"2,17","10,85"
0,Simply,"http://www.livraison.simplymarket.fr/acheter-salami-pur-porc-16-tranches-herta-180g-herta,225762,81,631.htm",SALAMI PUR PORC  HERTA,Herta,16,,TRANCHES,180,Salami 100% pur porc.,"Viande de porc, gras de porc, sel, dextrose, aromes, antioxydant : ascorbate de sodium ; colorant : carmins ; conservateur : nitrite de sodium ; ferments, fumee.",A conserver a +4C. A consommer rapidement apres ouverture.,Valeurs moyennes pour 100g : Energie 1674kJ (404kcal)Proteines 20gGlucides 1g (dont sucres 1g)Lipides 35.6g (dont satures 14g)Fibres <0.5gSel 4.4g.,,"2,60","14,44"
0,Simply,"http://www.livraison.simplymarket.fr/acheter-roulade-alsacienne-aux-olives-x8-auchan-150g-auchan,171939,81,631.htm",ROULADE ALSACIENNE AUX OLIVES AUCHAN,AUCHAN,8,,G,150,"Roulade alsacienne aux olives, tranchee.","Viande de porc 36%, eau, olives 11%, viandes gros grains de volaille, gras de porc, viande gros grains de porc, fecule de pomme de terre, sel, proteines de soja, sirop de glucose, stabilisants : diphosphates, triphosphates, issu conjonctif de porc, plasma de porc sec, epices et plantes aromatiques, dextrose, exhausteur de gout : glutamate monosodique , proteines de lactoserum, antioxydants : acide erythorbique, erythorbate de sodium , aromes naturels (contient celeri), conservateur : nitrite de sodium.Enveloppe externe non consommable.Traces eventuelles de moutarde, lait, pistache, gluten et oeuf.",A conserver entre 0 et +4C.A consommer dans les 24 heures apres ouverture.,,,"1,71","11,40"
0,Simply,"http://www.livraison.simplymarket.fr/acheter-fines-tranches-de-mortadelles-aux-pistaches-140g-,206996,81,631.htm",FINES TRANCHES DE MORTADELLES AUX PISTACHES,,1,,G,140,Fines tranches de mortadelle Italienne aux pistaches.,"Viande de porc, sel, pistaches (0,5%), saccharose, epices, aromes, antioxydant : ascorbate de sodium, conservateur : nitrite de sodiumPeut contenir des traces de lactose, fruit a coque, celeri, soja, oeuf, moutarde",A conserver entre 0C et +4C.,"Pour 100 g : valeurs energetiques : 1210 kj soit 292 kcal, proteines : 14g, glucides < 0,5g, lipides : 26g.",,"2,00","14,29"
0,Simply,"http://www.livraison.simplymarket.fr/acheter-mortadella-bologna-montorsi-120g-,53611,81,631.htm",MORTADELLA BOLOGNA MONTORSI,,1,,G,120,Mortadelle montorsi.,Viande de porc - Tripes de porc - Sel - Sucres : saccharose - Epices - Agent de sapidite : glutamate monosodique - Antioxydant : ascorbate de sodium - Conservateurs : nitrite de sodiium.,A conserver entre 0 et +4C.,,,"2,20","18,33"
0,Simply,"http://www.livraison.simplymarket.fr/acheter-poitrine-tranchee-nature-auchan-2x100g-auchan,193771,81,631.htm",POITRINE TRANCHEE NATURE AUCHAN,AUCHAN,2,100,G,,"Poitrine tranches fines nature, sans couenne ni cartilage","Poitrine de porc, sel, dextrose de ble, conservateurs : erythorbate de sodium, nitrite de sodium",A conserver au frais,"Valeur energetique pour 100g : 1114kj soit 269kcallipides : 23g, proteines : 14.5g, glucides : 1g",,"3,04","15,20"
0,Simply,"http://www.livraison.simplymarket.fr/acheter-roti-de-porc-cuit-5-tranches-auchan-200g-auchan,85321,81,631.htm",ROTI DE PORC CUIT  AUCHAN,AUCHAN,5,,TRANCHES,200,Roti cuit superieur traite en salaison bruni.,"Filet de porc 86%, eau, sel, dextrose, poivre, arome naturel d'ail, aromes, antioxydant : erythorbate de sodium ; conservateur : nitrite de sodium ; colorant de surface : caramel.",A conserver entre 0 et +4C et a consommer rapidement apres ouverture.,"Pour 100g, 490 kj, 116 kcal ; Proteines 21g ; Glucides 0,2g dont sucres 0,2g ; Lipides 3,5g dont acides gras satures 2g, Fibres alimentaires traces, Sodium 0.71g equivalent en sel 1.775g.",,"3,13","15,65"
0,Simply,"http://www.livraison.simplymarket.fr/acheter-roti-de-porc-bio-4-tranches-auchan-120g-auchan,163413,81,631.htm",ROTI DE PORC BIO  AUCHAN,AUCHAN,4,,TRANCHES,120,Roti de porc issu de l'agriculture biologique.,"Viande de porc*, sel, dextrose*, herbes aromatiques, epices, condiment* (celeri), stabilisant : citrate de sodium, antioxydant : ascorbate de sodium, conservateur : nitrite de sodium. Traces eventuelles de moutarde. *Ingredients issus de l'agriculture biologique.",A conserver entre 0C et + 4C (sur l etiquette). A consommer rapidement apres ouverture,"Valeurs moyennes pour 100g : 485 kj, 115 kcal ; proteines 21g ; glucides 1g dont sucres 1g ; graisses totales 3g dont acides gras satures 1,3g ; fibres alimentaires 0g ; sodium 0,8g equivalent en sel 2g.",,"2,98","24,83"
0,Simply,"http://www.livraison.simplymarket.fr/acheter-roti-de-porc-2-tranches-fleury-michon-100g-fleury-michon,52491,81,631.htm",ROTI DE PORC  FLEURY MICHON,FLEURY MICHON,2,,TRANCHES,100,Roti de porc de qualite superieure cuit et prepare en salaison.,"Filet de porc, sel, dextrose, poivre, ail, plantes aromatiques. Antioxydant : ascorbate de sodium. Conservateur : nitrite de sodium. Colorant : caramel ordinaire.Traces eventuelles de celeri.",A conserver au refrigerateur entre 0C et 4C et a consommer rapidement apres ouverture.,"Valeurs moyennes pour 100g : energie 502kJ (119kcal), proteines 22g, glucides 1g (dont sucres 1g), lipides 3g (dont satures 1.1g), sodium 0.7g (soit sel 1.75g).",,"2,19","21,90"
0,Simply,"http://www.livraison.simplymarket.fr/acheter-roti-de-porc-25-de-sel-2-tranches-fleury-michon-100g-fleury-michon,161899,81,631.htm",ROTI DE PORC -25% DE SEL  FLEURY MICHON,FLEURY MICHON,2,,TRANCHES,100,"Roti de porc de qualite superieure cuit et prepare en salaison, 0 teneur en sel reduite de 25%.","Filet de porc, sel, dextrose, herbes de Provence, poivre, ail. Antioxydant : ascorbate de sodium. Conservateur : nitrite de sodium. Colorant : caramel ordinaire.Traces eventuelles de celeri.",A conserver entre 0 et +4C. A consommer rapidement apres ouverture.,"Valeurs moyennes pour 100g : energie 502kJ (119kcal), proteines 22g, glucides 1g (dont sucres 1g), lipides 3g (dont satures 1.1g), sodium 0.5g (soit sel 1.35g).",,"2,39","23,90"
